cell_line,psi_true,ci_t_lo,ci_t_hi,psi_rot,ci_r_lo,ci_r_hi,psi_diff,n_genes,p_two_sided,q_fdr
ACH-000476,,,,,,,,150,,1.0
ACH-000477,,,,,,,,150,,1.0
ACH-000478,9.8694858335335,3.712383129777982,16.026588537289015,,,,,150,,1.0
ACH-000479,,,,,,,,150,,1.0
ACH-000480,,,,,,,,150,,1.0
ACH-000481,-9.986275442246097,-9.986275442246097,-9.986275442246097,,,,,150,,1.0
ACH-000483,,,,7.178651318124636,7.178651318124636,7.178651318124636,,150,,1.0
ACH-000484,,,,,,,,150,,1.0
ACH-000486,,,,6.062170888246753,6.062170888246753,6.062170888246753,,150,,1.0
ACH-000487,79.90776011625655,79.90776011625655,79.90776011625655,,,,,150,,1.0
ACH-000488,,,,-8.69347405433682,-8.69347405433682,-8.69347405433682,,150,,1.0
ACH-000490,,,,,,,,150,,1.0
ACH-000496,,,,,,,,150,,1.0
ACH-000498,,,,,,,,150,,1.0
ACH-000499,,,,,,,,150,,1.0
ACH-000500,-1.224922253327252,-1.224922253327252,-1.224922253327252,,,,,150,,1.0
ACH-000503,,,,,,,,150,,1.0
ACH-000504,0.0,0.0,0.0,,,,,150,,1.0
ACH-000505,,,,,,,,150,,1.0
ACH-000507,,,,,,,,150,,1.0
ACH-000510,,,,,,,,150,,1.0
ACH-000511,,,,,,,,150,,1.0
ACH-000514,-15.356212906730493,-15.356212906730493,-15.356212906730493,,,,,150,,1.0
ACH-000515,,,,,,,,150,,1.0
ACH-000516,,,,,,,,150,,1.0
ACH-000517,,,,,,,,150,,1.0
ACH-000520,,,,,,,,150,,1.0
ACH-000521,,,,,,,,150,,1.0
ACH-000522,-3.044288236113052,-3.044288236113052,-3.044288236113052,,,,,150,,1.0
ACH-000524,,,,,,,,150,,1.0
ACH-000525,2.9828006153616724,2.9828006153616724,2.9828006153616724,,,,,150,,1.0
ACH-000528,,,,,,,,150,,1.0
ACH-000532,,,,,,,,150,,1.0
ACH-000533,,,,-25.044898129019003,-25.044898129019003,-25.044898129019003,,150,,1.0
ACH-000535,,,,,,,,150,,1.0
ACH-000537,,,,,,,,150,,1.0
ACH-000541,,,,,,,,150,,1.0
ACH-000542,,,,,,,,150,,1.0
ACH-000544,12.185062754900724,12.185062754900724,12.185062754900724,,,,,150,,1.0
ACH-000545,,,,,,,,150,,1.0
ACH-000547,,,,,,,,150,,1.0
ACH-000548,4.70170016182512,4.70170016182512,4.70170016182512,,,,,150,,1.0
ACH-000550,,,,,,,,150,,1.0
ACH-000551,,,,,,,,150,,1.0
ACH-000552,,,,,,,,150,,1.0
ACH-000554,,,,,,,,150,,1.0
ACH-000557,,,,,,,,150,,1.0
ACH-000559,,,,,,,,150,,1.0
ACH-000570,,,,,,,,150,,1.0
ACH-000573,-5.731744170280317,-9.362282416962978,-2.1012059235976555,,,,,150,,1.0
ACH-000576,,,,,,,,150,,1.0
ACH-000579,,,,,,,,150,,1.0
ACH-000580,,,,,,,,150,,1.0
ACH-000581,,,,,,,,150,,1.0
ACH-000585,,,,-5.191951809509735,-5.535654697373937,-4.848248921645532,,150,,1.0
ACH-000587,,,,,,,,150,,1.0
ACH-000588,,,,,,,,150,,1.0
ACH-000589,,,,,,,,150,,1.0
ACH-000592,,,,,,,,150,,1.0
ACH-000593,,,,,,,,150,,1.0
ACH-000595,6.75528101636082,6.75528101636082,6.75528101636082,,,,,150,,1.0
ACH-000596,1.1924249428599407,-0.9799818905431719,3.364831776263053,,,,,150,,1.0
ACH-000599,,,,,,,,150,,1.0
ACH-000602,,,,,,,,150,,1.0
ACH-000605,10.24824307483011,10.24824307483011,10.24824307483011,,,,,150,,1.0
ACH-000607,,,,,,,,150,,1.0
ACH-000608,,,,17.14422071515785,17.14422071515785,17.14422071515785,,150,,1.0
ACH-000614,,,,,,,,150,,1.0
ACH-000616,,,,,,,,150,,1.0
ACH-000618,,,,,,,,150,,1.0
ACH-000620,16.9444767829313,16.9444767829313,16.9444767829313,,,,,150,,1.0
ACH-000621,,,,5.383597973118643,5.383597973118643,5.383597973118643,,150,,1.0
ACH-000622,,,,,,,,150,,1.0
ACH-000623,0.0,0.0,0.0,,,,,150,,1.0
ACH-000624,,,,,,,,150,,1.0
ACH-000627,37.137583122727236,37.137583122727236,37.137583122727236,,,,,150,,1.0
ACH-000630,,,,,,,,150,,1.0
ACH-000632,,,,,,,,150,,1.0
ACH-000633,,,,,,,,150,,1.0
ACH-000634,,,,,,,,150,,1.0
ACH-000637,,,,,,,,150,,1.0
ACH-000639,,,,,,,,150,,1.0
ACH-000645,,,,,,,,150,,1.0
ACH-000647,,,,-2.549672181378661,-2.549672181378661,-2.549672181378661,,150,,1.0
ACH-000648,,,,,,,,150,,1.0
ACH-000649,,,,,,,,150,,1.0
ACH-000651,,,,0.042918164627760526,0.042918164627760526,0.042918164627760526,,150,,1.0
ACH-000652,,,,,,,,150,,1.0
ACH-000653,,,,,,,,150,,1.0
ACH-000654,,,,,,,,150,,1.0
ACH-000655,,,,,,,,150,,1.0
ACH-000657,-47.40926342822302,-47.40926342822302,-47.40926342822302,,,,,150,,1.0
ACH-000661,,,,,,,,150,,1.0
ACH-000662,,,,-2.2300912652256586,-2.2300912652256586,-2.2300912652256586,,150,,1.0
ACH-000663,,,,,,,,150,,1.0
ACH-000664,,,,,,,,150,,1.0
ACH-000665,,,,4.697317639012344,-0.29469223227372826,9.689327510298417,,150,,1.0
ACH-000666,,,,,,,,150,,1.0
ACH-000667,,,,,,,,150,,1.0
ACH-000668,,,,,,,,150,,1.0
ACH-000671,,,,,,,,150,,1.0
ACH-000673,,,,,,,,150,,1.0
ACH-000676,,,,,,,,150,,1.0
ACH-000681,,,,-0.38048421645333635,-0.38048421645333635,-0.38048421645333635,,150,,1.0
ACH-000682,,,,,,,,150,,1.0
ACH-000683,,,,,,,,150,,1.0
ACH-000684,,,,,,,,150,,1.0
ACH-000688,,,,,,,,150,,1.0
ACH-000693,,,,,,,,150,,1.0
ACH-000694,0.6242542030996173,-0.026846077777038638,1.2753544839762732,,,,,150,,1.0
ACH-000697,,,,,,,,150,,1.0
ACH-000698,,,,,,,,150,,1.0
ACH-000699,,,,,,,,150,,1.0
ACH-000700,,,,,,,,150,,1.0
ACH-000701,,,,,,,,150,,1.0
ACH-000704,,,,,,,,150,,1.0
ACH-000706,-18.130944006511076,-18.130944006511076,-18.130944006511076,,,,,150,,1.0
ACH-000709,,,,,,,,150,,1.0
ACH-000711,,,,,,,,150,,1.0
ACH-000713,,,,,,,,150,,1.0
ACH-000714,,,,,,,,150,,1.0
ACH-000716,,,,,,,,150,,1.0
ACH-000718,,,,,,,,150,,1.0
ACH-000719,-9.161366836500747,-9.161366836500747,-9.161366836500747,,,,,150,,1.0
ACH-000720,,,,,,,,150,,1.0
ACH-000721,,,,,,,,150,,1.0
ACH-000724,,,,,,,,150,,1.0
ACH-000725,,,,,,,,150,,1.0
ACH-000732,,,,,,,,150,,1.0
ACH-000734,,,,,,,,150,,1.0
ACH-000735,4.328325652810789,4.328325652810789,4.328325652810789,,,,,150,,1.0
ACH-000736,,,,,,,,150,,1.0
ACH-000738,-17.41928222277532,-17.41928222277532,-17.41928222277532,,,,,150,,1.0
ACH-000739,,,,,,,,150,,1.0
ACH-000740,,,,,,,,150,,1.0
ACH-000746,,,,,,,,150,,1.0
ACH-000747,,,,,,,,150,,1.0
ACH-000748,,,,,,,,150,,1.0
ACH-000753,,,,,,,,150,,1.0
ACH-000754,,,,,,,,150,,1.0
ACH-000756,,,,,,,,150,,1.0
ACH-000758,,,,,,,,150,,1.0
ACH-000760,,,,-12.32705234266196,-12.32705234266196,-12.32705234266196,,150,,1.0
ACH-000762,,,,,,,,150,,1.0
ACH-000763,,,,,,,,150,,1.0
ACH-000764,,,,,,,,150,,1.0
ACH-000766,,,,,,,,150,,1.0
ACH-000767,,,,,,,,150,,1.0
ACH-000768,,,,0.4823886050729692,0.4823886050729692,0.4823886050729692,,150,,1.0
ACH-000769,,,,-5.0028244275645255,-5.0028244275645255,-5.0028244275645255,,150,,1.0
ACH-000770,,,,,,,,150,,1.0
ACH-000771,,,,-28.209685078827576,-28.209685078827576,-28.209685078827576,,150,,1.0
ACH-000773,,,,,,,,150,,1.0
ACH-000776,,,,,,,,150,,1.0
ACH-000777,,,,,,,,150,,1.0
ACH-000778,,,,-9.322516569723868,-9.322516569723868,-9.322516569723868,,150,,1.0
ACH-000781,,,,,,,,150,,1.0
ACH-000782,,,,-1.178832936446561,-1.178832936446561,-1.178832936446561,,150,,1.0
ACH-000783,,,,,,,,150,,1.0
ACH-000784,16.144142007123463,16.144142007123463,16.144142007123463,,,,,150,,1.0
ACH-000785,8.608943828074196,8.608943828074196,8.608943828074196,,,,,150,,1.0
ACH-000788,,,,-0.7358731453924864,-0.7358731453924864,-0.7358731453924864,,150,,1.0
ACH-000790,,,,,,,,150,,1.0
ACH-000791,,,,,,,,150,,1.0
ACH-000792,,,,,,,,150,,1.0
ACH-000793,10.812720003279408,10.812720003279408,10.812720003279408,,,,,150,,1.0
ACH-000796,,,,,,,,150,,1.0
ACH-000799,,,,,,,,150,,1.0
ACH-000800,,,,,,,,150,,1.0
ACH-000801,,,,,,,,150,,1.0
ACH-000802,,,,,,,,150,,1.0
ACH-000805,,,,,,,,150,,1.0
ACH-000807,,,,,,,,150,,1.0
ACH-000809,18.969990284938493,18.969990284938493,18.969990284938493,,,,,150,,1.0
ACH-000810,,,,,,,,150,,1.0
ACH-000811,,,,,,,,150,,1.0
ACH-000817,,,,,,,,150,,1.0
ACH-000819,,,,,,,,150,,1.0
ACH-000820,,,,,,,,150,,1.0
ACH-000822,,,,,,,,150,,1.0
ACH-000826,,,,,,,,150,,1.0
ACH-000827,,,,,,,,150,,1.0
ACH-000829,,,,,,,,150,,1.0
ACH-000831,,,,,,,,150,,1.0
ACH-000832,,,,,,,,150,,1.0
ACH-000833,,,,,,,,150,,1.0
ACH-000834,,,,,,,,150,,1.0
ACH-000835,,,,,,,,150,,1.0
ACH-000837,,,,,,,,150,,1.0
ACH-000838,39.85632840942919,39.85632840942919,39.85632840942919,,,,,150,,1.0
ACH-000839,-0.33768929270449355,-0.33768929270449355,-0.33768929270449355,,,,,150,,1.0
ACH-000840,,,,,,,,150,,1.0
ACH-000841,,,,,,,,150,,1.0
ACH-000843,,,,,,,,150,,1.0
ACH-000845,,,,1.8043669808883167,1.4896083930098851,2.1191255687667483,,150,,1.0
ACH-000846,,,,-0.23905947925517113,-0.23905947925517113,-0.23905947925517113,,150,,1.0
ACH-000848,,,,,,,,150,,1.0
ACH-000849,,,,3.5277853396800314,-1.3703335139981516,8.425904193358214,,150,,1.0
ACH-000853,,,,,,,,150,,1.0
ACH-000855,,,,,,,,150,,1.0
ACH-000856,,,,,,,,150,,1.0
ACH-000858,,,,,,,,150,,1.0
ACH-000861,,,,3.151760159796599,3.151760159796599,3.151760159796599,,150,,1.0
ACH-000865,-21.885188369922073,-21.885188369922073,-21.885188369922073,,,,,150,,1.0
ACH-000866,,,,,,,,150,,1.0
ACH-000867,,,,,,,,150,,1.0
ACH-000869,1.2983640399346983,1.2983640399346983,1.2983640399346983,,,,,150,,1.0
ACH-000871,,,,,,,,150,,1.0
ACH-000872,44.038256604527994,44.038256604527994,44.038256604527994,,,,,150,,1.0
ACH-000878,50.87413073709252,50.87413073709252,50.87413073709252,,,,,150,,1.0
ACH-000879,,,,,,,,150,,1.0
ACH-000880,19.376244263273882,6.64306137069685,20.53917421327078,,,,,150,,1.0
ACH-000881,,,,,,,,150,,1.0
ACH-000882,,,,,,,,150,,1.0
ACH-000887,,,,,,,,150,,1.0
ACH-000888,,,,,,,,150,,1.0
ACH-000889,2.860218962891027,2.860218962891027,2.860218962891027,,,,,150,,1.0
ACH-000890,43.310812373506366,17.356853423350394,69.26477132366233,,,,,150,,1.0
ACH-000894,,,,,,,,150,,1.0
ACH-000896,4.2858408511144175,4.2858408511144175,4.2858408511144175,,,,,150,,1.0
ACH-000898,,,,,,,,150,,1.0
ACH-000899,,,,,,,,150,,1.0
ACH-000901,,,,,,,,150,,1.0
ACH-000903,,,,,,,,150,,1.0
ACH-000905,,,,,,,,150,,1.0
ACH-000906,4.106123139238775,4.106123139238775,4.106123139238775,,,,,150,,1.0
ACH-000907,,,,,,,,150,,1.0
ACH-000910,,,,,,,,150,,1.0
ACH-000911,,,,,,,,150,,1.0
ACH-000912,,,,,,,,150,,1.0
ACH-000913,,,,,,,,150,,1.0
ACH-000914,,,,,,,,150,,1.0
ACH-000915,,,,,,,,150,,1.0
ACH-000917,,,,,,,,150,,1.0
ACH-000919,,,,,,,,150,,1.0
ACH-000921,,,,,,,,150,,1.0
ACH-000922,,,,,,,,150,,1.0
ACH-000924,,,,,,,,150,,1.0
ACH-000928,,,,,,,,150,,1.0
ACH-000929,,,,,,,,150,,1.0
ACH-000932,,,,,,,,150,,1.0
ACH-000934,,,,,,,,150,,1.0
ACH-000935,,,,,,,,150,,1.0
ACH-000936,,,,,,,,150,,1.0
ACH-000937,,,,10.42435253815177,10.42435253815177,10.42435253815177,,150,,1.0
ACH-000938,,,,,,,,150,,1.0
ACH-000939,,,,,,,,150,,1.0
ACH-000941,,,,,,,,150,,1.0
ACH-000943,,,,,,,,150,,1.0
ACH-000945,,,,,,,,150,,1.0
ACH-000946,,,,,,,,150,,1.0
ACH-000947,,,,,,,,150,,1.0
ACH-000948,,,,,,,,150,,1.0
ACH-000950,,,,,,,,150,,1.0
ACH-000953,,,,,,,,150,,1.0
ACH-000956,,,,,,,,150,,1.0
ACH-000957,,,,,,,,150,,1.0
ACH-000958,,,,,,,,150,,1.0
ACH-000959,,,,,,,,150,,1.0
ACH-000961,,,,,,,,150,,1.0
ACH-000963,,,,,,,,150,,1.0
ACH-000965,,,,,,,,150,,1.0
ACH-000966,,,,,,,,150,,1.0
ACH-000968,,,,,,,,150,,1.0
ACH-000969,,,,,,,,150,,1.0
ACH-000971,,,,14.699348552983535,14.699348552983535,14.699348552983535,,150,,1.0
ACH-000973,,,,,,,,150,,1.0
ACH-000974,,,,,,,,150,,1.0
ACH-000975,,,,,,,,150,,1.0
ACH-000976,,,,,,,,150,,1.0
ACH-000977,,,,,,,,150,,1.0
ACH-000978,,,,-10.811571402740844,-10.811571402740844,-10.811571402740844,,150,,1.0
ACH-000979,,,,,,,,150,,1.0
ACH-000983,,,,,,,,150,,1.0
ACH-000985,-27.489746147875977,-27.489746147875977,-27.489746147875977,,,,,150,,1.0
ACH-000986,,,,,,,,150,,1.0
ACH-000988,,,,,,,,150,,1.0
ACH-000994,,,,,,,,150,,1.0
ACH-000996,,,,,,,,150,,1.0
ACH-000997,,,,,,,,150,,1.0
ACH-001001,,,,,,,,150,,1.0
ACH-001020,,,,,,,,150,,1.0
ACH-001029,,,,,,,,150,,1.0
ACH-001031,,,,,,,,150,,1.0
ACH-001036,14.137680101143697,14.137680101143697,14.137680101143697,,,,,150,,1.0
ACH-001038,,,,,,,,150,,1.0
ACH-001053,,,,,,,,150,,1.0
ACH-001054,,,,,,,,150,,1.0
ACH-001061,,,,,,,,150,,1.0
ACH-001067,,,,,,,,150,,1.0
ACH-001075,,,,2.4929301444672447,2.4929301444672447,2.4929301444672447,,150,,1.0
ACH-001096,,,,,,,,150,,1.0
ACH-001099,,,,,,,,150,,1.0
ACH-001111,,,,10.855690347594335,10.855690347594335,10.855690347594335,,150,,1.0
ACH-001119,,,,,,,,150,,1.0
ACH-001128,18.837459759618746,18.837459759618746,18.837459759618746,,,,,150,,1.0
ACH-001129,,,,,,,,150,,1.0
ACH-001134,,,,,,,,150,,1.0
ACH-001151,,,,,,,,150,,1.0
ACH-001164,,,,,,,,150,,1.0
ACH-001183,,,,,,,,150,,1.0
ACH-001184,,,,,,,,150,,1.0
ACH-001188,,,,,,,,150,,1.0
ACH-001192,,,,,,,,150,,1.0
ACH-001193,,,,,,,,150,,1.0
ACH-001196,,,,,,,,150,,1.0
ACH-001197,,,,,,,,150,,1.0
ACH-001211,,,,,,,,150,,1.0
ACH-001227,,,,,,,,150,,1.0
ACH-001228,,,,,,,,150,,1.0
ACH-001239,,,,,,,,150,,1.0
ACH-001274,,,,,,,,150,,1.0
ACH-001275,,,,,,,,150,,1.0
ACH-001277,,,,,,,,150,,1.0
ACH-001278,,,,,,,,150,,1.0
ACH-001279,,,,-99.4230763075671,-99.4230763075671,-99.4230763075671,,150,,1.0
ACH-001280,,,,,,,,150,,1.0
ACH-001283,,,,,,,,150,,1.0
ACH-001295,,,,2.374042338729147,2.374042338729147,2.374042338729147,,150,,1.0
ACH-001300,,,,,,,,150,,1.0
ACH-001301,,,,,,,,150,,1.0
ACH-001302,,,,,,,,150,,1.0
ACH-001303,0.0,0.0,0.0,,,,,150,,1.0
ACH-001306,,,,,,,,150,,1.0
ACH-001307,,,,,,,,150,,1.0
ACH-001318,,,,,,,,150,,1.0
ACH-001322,,,,,,,,150,,1.0
ACH-001333,,,,,,,,150,,1.0
ACH-001334,,,,,,,,150,,1.0
ACH-001336,,,,,,,,150,,1.0
ACH-001338,,,,,,,,150,,1.0
ACH-001344,,,,,,,,150,,1.0
ACH-001354,,,,,,,,150,,1.0
ACH-001366,,,,,,,,150,,1.0
ACH-001385,,,,,,,,150,,1.0
ACH-001393,,,,,,,,150,,1.0
ACH-001398,,,,-17.53238530935559,-17.53238530935559,-17.53238530935559,,150,,1.0
ACH-001400,,,,,,,,150,,1.0
ACH-001421,,,,-3.7355028385398206,-3.7355028385398206,-3.7355028385398206,,150,,1.0
ACH-001422,,,,,,,,150,,1.0
ACH-001430,,,,,,,,150,,1.0
ACH-001431,,,,,,,,150,,1.0
ACH-001433,,,,,,,,150,,1.0
ACH-001436,,,,,,,,150,,1.0
ACH-001442,,,,,,,,150,,1.0
ACH-001461,,,,,,,,150,,1.0
ACH-001481,,,,,,,,150,,1.0
ACH-001494,,,,,,,,150,,1.0
ACH-001508,,,,,,,,150,,1.0
ACH-001526,,,,3.800557039250262,3.800557039250262,3.800557039250262,,150,,1.0
ACH-001528,,,,,,,,150,,1.0
ACH-001530,,,,,,,,150,,1.0
ACH-001533,,,,,,,,150,,1.0
ACH-001543,,,,,,,,150,,1.0
ACH-001547,67.5052487712625,67.5052487712625,67.5052487712625,,,,,150,,1.0
ACH-001548,,,,19.759453427752312,19.759453427752312,19.759453427752312,,150,,1.0
ACH-001560,,,,,,,,150,,1.0
ACH-001562,,,,,,,,150,,1.0
ACH-001574,,,,,,,,150,,1.0
ACH-001577,,,,,,,,150,,1.0
ACH-001608,,,,,,,,150,,1.0
ACH-001609,,,,,,,,150,,1.0
ACH-001610,,,,,,,,150,,1.0
ACH-001611,,,,,,,,150,,1.0
ACH-001618,,,,,,,,150,,1.0
ACH-001622,-1.029429067736633,-1.029429067736633,-1.029429067736633,,,,,150,,1.0
ACH-001623,,,,,,,,150,,1.0
ACH-001624,,,,,,,,150,,1.0
ACH-001641,26.112776151042894,26.112776151042894,26.112776151042894,,,,,150,,1.0
ACH-001642,,,,,,,,150,,1.0
ACH-001643,,,,,,,,150,,1.0
ACH-001647,,,,,,,,150,,1.0
ACH-001649,,,,,,,,150,,1.0
ACH-001656,-5.04481958468596,-5.04481958468596,-5.04481958468596,,,,,150,,1.0
ACH-001662,,,,,,,,150,,1.0
ACH-001668,,,,,,,,150,,1.0
ACH-001669,,,,,,,,150,,1.0
ACH-001670,,,,,,,,150,,1.0
ACH-001674,,,,-32.57292210367844,-33.83404477171974,-31.311799435637127,,150,,1.0
ACH-001675,11.710832093266852,11.710832093266852,11.710832093266852,,,,,150,,1.0
ACH-001677,,,,,,,,150,,1.0
ACH-001683,,,,,,,,150,,1.0
ACH-001685,,,,,,,,150,,1.0
ACH-001691,,,,,,,,150,,1.0
ACH-001694,-12.879851880247562,-12.879851880247562,-12.879851880247562,,,,,150,,1.0
ACH-001695,,,,,,,,150,,1.0
ACH-001696,21.159103193006114,21.159103193006114,21.159103193006114,,,,,150,,1.0
ACH-001699,,,,6.3422602232301895,6.3422602232301895,6.3422602232301895,,150,,1.0
ACH-001701,,,,,,,,150,,1.0
ACH-001707,,,,,,,,150,,1.0
ACH-001709,,,,,,,,150,,1.0
ACH-001711,,,,,,,,150,,1.0
ACH-001735,,,,,,,,150,,1.0
ACH-001736,,,,,,,,150,,1.0
ACH-001737,,,,2.26563549046678,2.26563549046678,2.26563549046678,,150,,1.0
ACH-001740,,,,,,,,150,,1.0
ACH-001745,,,,,,,,150,,1.0
ACH-001750,,,,,,,,150,,1.0
ACH-001765,,,,,,,,150,,1.0
ACH-001791,,,,,,,,150,,1.0
ACH-001793,,,,,,,,150,,1.0
ACH-001799,,,,,,,,150,,1.0
ACH-001802,,,,,,,,150,,1.0
ACH-001804,,,,,,,,150,,1.0
ACH-001814,,,,,,,,150,,1.0
ACH-001848,,,,,,,,150,,1.0
ACH-001863,,,,,,,,150,,1.0
ACH-001972,,,,,,,,150,,1.0
ACH-001977,,,,,,,,150,,1.0
ACH-001982,,,,,,,,150,,1.0
ACH-001986,,,,,,,,150,,1.0
ACH-001990,,,,,,,,150,,1.0
ACH-001992,,,,,,,,150,,1.0
ACH-001993,25.199584422354125,25.199584422354125,25.199584422354125,,,,,150,,1.0
ACH-002001,,,,,,,,150,,1.0
ACH-002002,,,,,,,,150,,1.0
ACH-002003,,,,,,,,150,,1.0
ACH-002004,,,,,,,,150,,1.0
ACH-002005,,,,,,,,150,,1.0
ACH-002014,,,,,,,,150,,1.0
ACH-002015,,,,,,,,150,,1.0
ACH-002016,,,,,,,,150,,1.0
ACH-002018,,,,,,,,150,,1.0
ACH-002019,,,,,,,,150,,1.0
ACH-002020,,,,,,,,150,,1.0
ACH-002021,,,,,,,,150,,1.0
ACH-002023,,,,,,,,150,,1.0
ACH-002024,,,,,,,,150,,1.0
ACH-002025,,,,,,,,150,,1.0
ACH-002026,0.0,0.0,0.0,,,,,150,,1.0
ACH-002027,,,,,,,,150,,1.0
ACH-002030,,,,,,,,150,,1.0
ACH-002033,,,,,,,,150,,1.0
ACH-002035,,,,,,,,150,,1.0
ACH-002039,,,,,,,,150,,1.0
ACH-002040,,,,,,,,150,,1.0
ACH-002041,,,,,,,,150,,1.0
ACH-002042,,,,,,,,150,,1.0
ACH-002043,,,,,,,,150,,1.0
ACH-002044,,,,,,,,150,,1.0
ACH-002045,,,,,,,,150,,1.0
ACH-002046,,,,10.889972823487698,10.889972823487698,10.889972823487698,,150,,1.0
ACH-002048,,,,,,,,150,,1.0
ACH-002051,,,,-10.619590886750675,-10.619590886750675,-10.619590886750675,,150,,1.0
ACH-002052,,,,,,,,150,,1.0
ACH-002055,,,,,,,,150,,1.0
ACH-002059,,,,,,,,150,,1.0
ACH-002060,,,,,,,,150,,1.0
ACH-002061,23.768096162029003,23.768096162029003,23.768096162029003,,,,,150,,1.0
ACH-002062,,,,,,,,150,,1.0
ACH-002066,,,,,,,,150,,1.0
ACH-002067,,,,13.907512980086215,13.907512980086215,13.907512980086215,,150,,1.0
ACH-002069,,,,,,,,150,,1.0
ACH-002070,,,,,,,,150,,1.0
ACH-002077,,,,,,,,150,,1.0
ACH-002080,,,,,,,,150,,1.0
ACH-002084,,,,,,,,150,,1.0
ACH-002214,,,,,,,,150,,1.0
ACH-002215,0.0,0.0,0.0,,,,,150,,1.0
ACH-002283,0.0,0.0,0.0,,,,,150,,1.0
ACH-002291,,,,,,,,150,,1.0
ACH-002399,-21.84299883865572,-21.84299883865572,-21.84299883865572,,,,,150,,1.0
ACH-002401,,,,,,,,150,,1.0
ACH-002446,,,,,,,,150,,1.0
ACH-002458,,,,,,,,150,,1.0
ACH-002460,,,,,,,,150,,1.0
ACH-002463,,,,,,,,150,,1.0
ACH-002464,,,,,,,,150,,1.0
ACH-002465,,,,,,,,150,,1.0
ACH-002471,,,,,,,,150,,1.0
ACH-002475,19.115845076102943,19.115845076102943,19.115845076102943,,,,,150,,1.0
ACH-002478,,,,-5.627282825548682,-5.627282825548682,-5.627282825548682,,150,,1.0
ACH-002485,,,,,,,,150,,1.0
ACH-002486,,,,,,,,150,,1.0
ACH-002499,,,,,,,,150,,1.0
ACH-002500,,,,,,,,150,,1.0
ACH-002508,,,,,,,,150,,1.0
ACH-002510,,,,-10.59701319995506,-10.59701319995506,-10.59701319995506,,150,,1.0
ACH-002511,,,,,,,,150,,1.0
ACH-002512,,,,,,,,150,,1.0
ACH-002522,,,,,,,,150,,1.0
ACH-002523,,,,,,,,150,,1.0
ACH-002524,,,,,,,,150,,1.0
ACH-002526,,,,6.013235450662996,6.013235450662996,6.013235450662996,,150,,1.0
ACH-002528,,,,,,,,150,,1.0
ACH-002530,,,,,,,,150,,1.0
ACH-002531,,,,6.670975418129611,6.42586090229457,6.9160899339646535,,150,,1.0
ACH-002533,,,,,,,,150,,1.0
ACH-002535,,,,,,,,150,,1.0
ACH-002538,,,,,,,,150,,1.0
ACH-002544,33.42916428837757,33.42916428837757,33.42916428837757,,,,,150,,1.0
ACH-002647,,,,,,,,150,,1.0
ACH-002650,,,,,,,,150,,1.0
ACH-002654,,,,,,,,150,,1.0
ACH-002659,,,,,,,,150,,1.0
ACH-002660,,,,,,,,150,,1.0
ACH-002664,,,,,,,,150,,1.0
ACH-002669,,,,,,,,150,,1.0
ACH-002672,,,,,,,,150,,1.0
ACH-002677,3.630458153778617,1.070663322902434,6.1902529846548,,,,,150,,1.0
ACH-002678,,,,,,,,150,,1.0
ACH-002680,,,,,,,,150,,1.0
ACH-002681,,,,,,,,150,,1.0
ACH-002687,,,,,,,,150,,1.0
ACH-002690,,,,,,,,150,,1.0
ACH-002693,,,,,,,,150,,1.0
ACH-002705,,,,,,,,150,,1.0
ACH-002706,,,,,,,,150,,1.0
ACH-002708,,,,-13.087563204338624,-13.087563204338624,-13.087563204338624,,150,,1.0
ACH-002710,,,,,,,,150,,1.0
ACH-002778,,,,,,,,150,,1.0
ACH-002780,,,,,,,,150,,1.0
ACH-002782,,,,,,,,150,,1.0
ACH-002784,,,,,,,,150,,1.0
ACH-002785,-8.214402628953378,-8.214402628953378,-8.214402628953378,,,,,150,,1.0
ACH-002792,,,,,,,,150,,1.0
ACH-002799,,,,,,,,150,,1.0
ACH-002800,,,,,,,,150,,1.0
ACH-002801,,,,,,,,150,,1.0
ACH-002806,,,,,,,,150,,1.0
ACH-002834,,,,,,,,150,,1.0
ACH-002847,,,,,,,,150,,1.0
ACH-002922,,,,,,,,150,,1.0
ACH-002925,,,,,,,,150,,1.0
ACH-002926,,,,,,,,150,,1.0
ACH-003012,48.30131292187361,48.30131292187361,48.30131292187361,,,,,150,,1.0
